# BUSCO version is: 5.4.5 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
3049at4891	Complete	tig00000014	614731	617265	+	1022.7	629	https://www.orthodb.org/v10?query=3049at4891	DNA replication licensing factor MCM7
3050at4891	Complete	tig00000005	76155	80875	+	1094.2	564	https://www.orthodb.org/v10?query=3050at4891	Methionyl-tRNA synthetase
3060at4891	Complete	tig00000034	379525	382353	+	1120.7	762	https://www.orthodb.org/v10?query=3060at4891	WD40 repeat
3088at4891	Complete	tig00000031	314834	316975	-	1137.5	597	https://www.orthodb.org/v10?query=3088at4891	Glutamine-dependent NAD(+) synthetase
3096at4891	Complete	tig00000010	677088	680201	+	469.6	547	https://www.orthodb.org/v10?query=3096at4891	Exocyst complex component SEC8
3141at4891	Complete	tig00000012	680331	683111	-	648.4	534	https://www.orthodb.org/v10?query=3141at4891	Transcription elongation factor SPT5
3174at4891	Complete	tig00000012	741319	745251	+	526.7	695	https://www.orthodb.org/v10?query=3174at4891	WD40/YVTN repeat-like-containing domain superfamily
3190at4891	Complete	tig00000061	237996	241496	+	260.9	443	https://www.orthodb.org/v10?query=3190at4891	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
3223at4891	Complete	tig00000010	319587	322274	+	341.3	519	https://www.orthodb.org/v10?query=3223at4891	WD40-repeat-containing domain
3246at4891	Complete	tig00000018	327892	331221	-	1316.9	806	https://www.orthodb.org/v10?query=3246at4891	P-loop containing nucleoside triphosphate hydrolase protein
3287at4891	Complete	tig00000014	671164	674025	-	992.3	689	https://www.orthodb.org/v10?query=3287at4891	glycoside hydrolase family 31 protein
3292at4891	Complete	tig00000039	48808	51033	+	663.0	472	https://www.orthodb.org/v10?query=3292at4891	similar to Saccharomyces cerevisiae YAL053W FLC2 Putative FAD transporter
3316at4891	Complete	tig00000061	251144	254323	-	1105.2	820	https://www.orthodb.org/v10?query=3316at4891	SNF2-related, N-terminal domain
3320at4891	Complete	tig00000012	636190	639993	-	961.9	989	https://www.orthodb.org/v10?query=3320at4891	Clustered mitochondria protein homolog
3331at4891	Complete	tig00000038	106417	108672	-	1154.8	647	https://www.orthodb.org/v10?query=3331at4891	P-loop containing nucleoside triphosphate hydrolase protein
3360at4891	Complete	tig00000001	802013	806395	+	634.5	766	https://www.orthodb.org/v10?query=3360at4891	Sister chromatid cohesion protein
3385at4891	Complete	tig00000010	185600	188323	+	623.2	549	https://www.orthodb.org/v10?query=3385at4891	AP-3 complex subunit delta
3388at4891	Complete	tig00000014	173879	175843	+	704.0	472	https://www.orthodb.org/v10?query=3388at4891	Multisite-specific tRNA
3395at4891	Complete	tig00000007	150223	153552	-	279.7	409	https://www.orthodb.org/v10?query=3395at4891	WD40-repeat-containing domain
3397at4891	Complete	tig00000034	414525	417260	+	425.3	575	https://www.orthodb.org/v10?query=3397at4891	Pep3/Vps18/deep orange
3404at4891	Complete	tig00000018	261799	264282	-	334.7	424	https://www.orthodb.org/v10?query=3404at4891	Serine/threonine-protein phosphatase 4 regulatory subunit 3
3426at4891	Complete	tig00000007	977361	980171	+	507.7	465	https://www.orthodb.org/v10?query=3426at4891	DNA repair protein REV1
3439at4891	Duplicated	tig00000014	784092	786617	+	868.5	565	https://www.orthodb.org/v10?query=3439at4891	SLC26A/SulP transporter
3439at4891	Duplicated	tig00000034	303409	306090	+	866.6	575	https://www.orthodb.org/v10?query=3439at4891	SLC26A/SulP transporter
3472at4891	Complete	tig00000078	43249	45816	-	658.3	519	https://www.orthodb.org/v10?query=3472at4891	Zn(2)-C6 fungal-type DNA-binding domain
3484at4891	Complete	tig00000005	627769	630033	+	1222.5	635	https://www.orthodb.org/v10?query=3484at4891	3-isopropylmalate dehydratase
3487at4891	Complete	tig00000007	277342	280344	-	1407.0	812	https://www.orthodb.org/v10?query=3487at4891	Exosome complex exonuclease RRP44
3494at4891	Complete	tig00000007	590849	593089	-	409.8	371	https://www.orthodb.org/v10?query=3494at4891	Actin-related protein 8
3496at4891	Complete	tig00000034	56335	58818	-	1146.3	698	https://www.orthodb.org/v10?query=3496at4891	ATPase, AAA-type, conserved site
3544at4891	Complete	tig00000018	142146	145295	+	966.3	696	https://www.orthodb.org/v10?query=3544at4891	Phosphatidylinositol 3-/4-kinase, catalytic domain
3548at4891	Complete	tig00000061	46020	48305	+	900.3	587	https://www.orthodb.org/v10?query=3548at4891	glycosyltransferase family 39 protein
3559at4891	Complete	tig00000018	232228	234846	-	447.0	533	https://www.orthodb.org/v10?query=3559at4891	Ribonucleases P/MRP protein subunit POP1
3574at4891	Complete	tig00000001	259584	263888	+	896.3	1035	https://www.orthodb.org/v10?query=3574at4891	tRNA (guanosine(18)-2'-O)-methyltransferase
3577at4891	Complete	tig00000001	127472	130684	+	1027.3	535	https://www.orthodb.org/v10?query=3577at4891	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
3593at4891	Complete	tig00000022	250650	252800	-	1097.7	593	https://www.orthodb.org/v10?query=3593at4891	Isomerising glucosamine-fructose-6-phosphate aminotransferase
3596at4891	Complete	tig00000022	402272	404563	-	719.7	523	https://www.orthodb.org/v10?query=3596at4891	anaphase-promoting complex component
3606at4891	Complete	tig00000014	605092	607482	-	796.6	578	https://www.orthodb.org/v10?query=3606at4891	TFIID subunit TAF5, NTD2 domain
3616at4891	Complete	tig00000005	87086	90178	+	727.2	609	https://www.orthodb.org/v10?query=3616at4891	XPG/Rad2 endonuclease
3680at4891	Complete	tig00000018	20714	23566	-	679.4	543	https://www.orthodb.org/v10?query=3680at4891	ATPase, AAA-type, conserved site
3764at4891	Complete	tig00000018	513849	516038	-	863.7	600	https://www.orthodb.org/v10?query=3764at4891	actin-like ATPase domain-containing protein
3773at4891	Complete	tig00000039	113681	116191	-	751.1	517	https://www.orthodb.org/v10?query=3773at4891	Leucine-rich repeat
3798at4891	Complete	tig00000001	911893	913950	+	971.3	543	https://www.orthodb.org/v10?query=3798at4891	Homoaconitase, mitochondrial
3802at4891	Complete	tig00000023	411526	413952	+	1212.6	661	https://www.orthodb.org/v10?query=3802at4891	E3 ubiquitin-protein ligase
3806at4891	Complete	tig00000034	357853	360429	+	360.1	421	https://www.orthodb.org/v10?query=3806at4891	Cleavage and polyadenylation specificity factor subunit 2
3824at4891	Complete	tig00000005	115784	118084	+	839.5	591	https://www.orthodb.org/v10?query=3824at4891	Protein SDA1
3845at4891	Complete	tig00000022	129969	132980	+	798.1	731	https://www.orthodb.org/v10?query=3845at4891	P-loop containing nucleoside triphosphate hydrolase protein
3849at4891	Complete	tig00000018	688788	691103	+	488.7	448	https://www.orthodb.org/v10?query=3849at4891	para-aminobenzoate synthase
3853at4891	Complete	tig00000010	322768	325842	+	1076.7	847	https://www.orthodb.org/v10?query=3853at4891	binding
3892at4891	Complete	tig00000012	304500	307436	-	376.3	554	https://www.orthodb.org/v10?query=3892at4891	RNA polymerase II assembly factor Rtp1, C-terminal
3937at4891	Complete	tig00000005	832081	833880	-	682.4	428	https://www.orthodb.org/v10?query=3937at4891	Methylenetetrahydrofolate reductase
3959at4891	Complete	tig00000061	619132	621951	+	557.2	544	https://www.orthodb.org/v10?query=3959at4891	Vacuolar protein sorting-associated protein 35
3981at4891	Complete	tig00000061	493494	495782	+	172.6	254	https://www.orthodb.org/v10?query=3981at4891	BRCT domain
3988at4891	Complete	tig00000022	448040	450151	-	1120.2	616	https://www.orthodb.org/v10?query=3988at4891	Dynamin, GTPase domain
4017at4891	Complete	tig00000061	345146	347299	+	942.4	521	https://www.orthodb.org/v10?query=4017at4891	Vacuolar transporter chaperone 4
4022at4891	Complete	tig00000061	100144	102327	+	439.2	586	https://www.orthodb.org/v10?query=4022at4891	Zinc finger, PHD-type
4034at4891	Complete	tig00000022	450661	452319	+	805.6	457	https://www.orthodb.org/v10?query=4034at4891	Poly(A) polymerase
4036at4891	Complete	tig00000001	203705	205765	+	565.8	441	https://www.orthodb.org/v10?query=4036at4891	Biotin--acetyl-CoA-carboxylase ligase
4037at4891	Complete	tig00000012	547928	549877	-	423.9	444	https://www.orthodb.org/v10?query=4037at4891	mRNA 3'-end-processing protein RNA14
4064at4891	Duplicated	tig00000010	485383	488331	-	799.8	625	https://www.orthodb.org/v10?query=4064at4891	Aminoacyl-tRNA synthetase, class Ia
4064at4891	Duplicated	tig00000057	10931	13878	+	788.9	649	https://www.orthodb.org/v10?query=4064at4891	Aminoacyl-tRNA synthetase, class Ia
4064at4891	Duplicated	tig00000058	4975	7923	+	799.8	625	https://www.orthodb.org/v10?query=4064at4891	Aminoacyl-tRNA synthetase, class Ia
4082at4891	Duplicated	tig00000010	643534	646632	+	731.5	674	https://www.orthodb.org/v10?query=4082at4891	WD40/YVTN repeat-like-containing domain superfamily
4082at4891	Duplicated	tig00000014	12196	15216	-	709.0	696	https://www.orthodb.org/v10?query=4082at4891	WD40/YVTN repeat-like-containing domain superfamily
4125at4891	Complete	tig00000023	130300	132033	+	767.5	443	https://www.orthodb.org/v10?query=4125at4891	Armadillo
4151at4891	Complete	tig00000031	261248	264034	+	564.0	550	https://www.orthodb.org/v10?query=4151at4891	Sec23/Sec24, helical domain
4175at4891	Complete	tig00000005	641495	644731	-	344.5	524	https://www.orthodb.org/v10?query=4175at4891	similar to Saccharomyces cerevisiae YGL016W KAP122 Karyopherin beta
4206at4891	Complete	tig00000037	112469	115222	+	1295.3	742	https://www.orthodb.org/v10?query=4206at4891	WD40-repeat-containing domain
4254at4891	Complete	tig00000061	367692	370154	+	472.4	531	https://www.orthodb.org/v10?query=4254at4891	Vacuolar protein sorting-associated protein 53
4259at4891	Duplicated	tig00000012	800567	803728	+	1082.9	664	https://www.orthodb.org/v10?query=4259at4891	Hydroxymethylglutaryl-CoA reductase, class I/II
4259at4891	Duplicated	tig00000078	46268	49372	-	1066.2	679	https://www.orthodb.org/v10?query=4259at4891	Hydroxymethylglutaryl-CoA reductase, class I/II
4263at4891	Complete	tig00000010	208878	211913	-	361.9	554	https://www.orthodb.org/v10?query=4263at4891	WD40-repeat-containing domain
4279at4891	Duplicated	tig00000007	105187	107133	+	561.1	376	https://www.orthodb.org/v10?query=4279at4891	Non-specific serine/threonine protein kinase
4279at4891	Duplicated	tig00000018	70085	72607	+	635.4	389	https://www.orthodb.org/v10?query=4279at4891	Non-specific serine/threonine protein kinase
4281at4891	Complete	tig00000018	29948	32506	-	826.6	529	https://www.orthodb.org/v10?query=4281at4891	Polyphosphoinositide phosphatase
4310at4891	Complete	tig00000014	377119	380019	+	493.6	529	https://www.orthodb.org/v10?query=4310at4891	Peptide hydrolase
4316at4891	Complete	tig00000014	420995	423253	+	547.5	445	https://www.orthodb.org/v10?query=4316at4891	putative tubulin--tyrosine ligase PBY1
4322at4891	Complete	tig00000001	1172686	1175538	-	723.2	563	https://www.orthodb.org/v10?query=4322at4891	SANT/Myb domain
4326at4891	Complete	tig00000001	394905	397889	+	1075.0	721	https://www.orthodb.org/v10?query=4326at4891	ATP-dependent RNA helicase DBP10
4330at4891	Complete	tig00000005	316819	318939	-	865.5	604	https://www.orthodb.org/v10?query=4330at4891	WD40-repeat-containing domain
4336at4891	Complete	tig00000012	35684	37561	+	522.8	445	https://www.orthodb.org/v10?query=4336at4891	Patatin-like phospholipase domain
4348at4891	Complete	tig00000001	768877	771786	-	366.8	462	https://www.orthodb.org/v10?query=4348at4891	Exocyst complex component EXOC2/Sec5
4350at4891	Complete	tig00000014	19526	22639	-	837.3	692	https://www.orthodb.org/v10?query=4350at4891	WD40/YVTN repeat-like-containing domain superfamily
4356at4891	Complete	tig00000005	789892	791769	-	792.7	509	https://www.orthodb.org/v10?query=4356at4891	P-loop containing nucleoside triphosphate hydrolase protein
4360at4891	Complete	tig00000014	309090	311084	+	700.7	461	https://www.orthodb.org/v10?query=4360at4891	acetyl-CoA synthetase-like protein
4361at4891	Complete	tig00000010	619892	622132	+	963.7	513	https://www.orthodb.org/v10?query=4361at4891	ATPase, AAA-type, conserved site
4366at4891	Complete	tig00000012	168465	173150	+	735.2	921	https://www.orthodb.org/v10?query=4366at4891	Zinc finger, RING/FYVE/PHD-type
4369at4891	Complete	tig00000018	641712	643484	+	809.6	490	https://www.orthodb.org/v10?query=4369at4891	Phospholipid
4373at4891	Complete	tig00000031	402539	405430	+	1214.3	744	https://www.orthodb.org/v10?query=4373at4891	26S proteasome regulatory subunit RPN1
4400at4891	Complete	tig00000023	88421	91324	+	1025.1	602	https://www.orthodb.org/v10?query=4400at4891	DNA helicase
4402at4891	Complete	tig00000078	70758	74504	+	100.5	360	https://www.orthodb.org/v10?query=4402at4891	Hid-1/Ecm30
4428at4891	Complete	tig00000083	283695	285764	-	636.2	470	https://www.orthodb.org/v10?query=4428at4891	Jacalin-like lectin domain
4448at4891	Complete	tig00000031	213904	216756	-	536.7	488	https://www.orthodb.org/v10?query=4448at4891	Histone-lysine N-methyltransferase, H3 lysine-4 specific
4466at4891	Complete	tig00000001	736422	746309	+	1785.2	3447	https://www.orthodb.org/v10?query=4466at4891	Pleckstrin homology domain
4474at4891	Complete	tig00000010	394153	395799	-	1019.4	484	https://www.orthodb.org/v10?query=4474at4891	Elongator complex protein 3
4476at4891	Duplicated	tig00000023	96158	98044	+	972.5	511	https://www.orthodb.org/v10?query=4476at4891	heat shock protein 70
4476at4891	Duplicated	tig00000061	230145	232109	+	1044.1	512	https://www.orthodb.org/v10?query=4476at4891	heat shock protein 70
4478at4891	Complete	tig00000007	1002595	1004502	+	759.5	467	https://www.orthodb.org/v10?query=4478at4891	putative electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
4484at4891	Complete	tig00000001	165682	167898	-	790.6	507	https://www.orthodb.org/v10?query=4484at4891	DNA ligase
4490at4891	Complete	tig00000005	195583	197937	+	627.3	524	https://www.orthodb.org/v10?query=4490at4891	WD40-repeat-containing domain
4496at4891	Complete	tig00000031	380354	382282	+	725.3	448	https://www.orthodb.org/v10?query=4496at4891	Aldehyde dehydrogenase domain
4513at4891	Complete	tig00000007	629235	632144	+	715.8	723	https://www.orthodb.org/v10?query=4513at4891	binding
4544at4891	Complete	tig00000022	78167	81280	-	736.8	591	https://www.orthodb.org/v10?query=4544at4891	Peroxisome biogenesis factor 1
4545at4891	Complete	tig00000037	196093	198948	+	1024.6	735	https://www.orthodb.org/v10?query=4545at4891	similar to Saccharomyces cerevisiae YCR017C CWH43 Putative sensor/transporter protein involved in cell wall biogenesis
4561at4891	Complete	tig00000083	253513	255633	+	771.0	610	https://www.orthodb.org/v10?query=4561at4891	U3 small nucleolar RNA-associated protein 25
4581at4891	Complete	tig00000023	224812	226641	-	1078.8	540	https://www.orthodb.org/v10?query=4581at4891	ABC transporter, conserved site
4590at4891	Complete	tig00000001	693855	695759	-	937.5	522	https://www.orthodb.org/v10?query=4590at4891	EF-hand domain
4591at4891	Complete	tig00000039	79258	82263	+	1217.4	819	https://www.orthodb.org/v10?query=4591at4891	Translation initiation factor IF- 2
4598at4891	Complete	tig00000005	943649	946306	-	634.8	509	https://www.orthodb.org/v10?query=4598at4891	Serine/threonine-protein kinase ATG1
4609at4891	Complete	tig00000037	315345	317867	-	1048.4	682	https://www.orthodb.org/v10?query=4609at4891	AdoMet-dependent rRNA methyltransferase SPB1
4661at4891	Complete	tig00000083	98747	100774	-	474.9	535	https://www.orthodb.org/v10?query=4661at4891	Thioredoxin domain
4664at4891	Complete	tig00000014	759779	762379	-	923.0	704	https://www.orthodb.org/v10?query=4664at4891	WD40-repeat-containing domain
4680at4891	Complete	tig00000005	1059712	1062114	-	990.5	634	https://www.orthodb.org/v10?query=4680at4891	PurM-like, C-terminal domain
4765at4891	Complete	tig00000012	199868	202942	-	752.3	771	https://www.orthodb.org/v10?query=4765at4891	Zinc finger, RING/FYVE/PHD-type
4773at4891	Complete	tig00000012	229621	232905	+	213.4	450	https://www.orthodb.org/v10?query=4773at4891	TRAPP II complex, TRAPPC10
4795at4891	Complete	tig00000014	344490	346829	-	492.1	482	https://www.orthodb.org/v10?query=4795at4891	Ubiquitin carboxyl-terminal hydrolase
4846at4891	Complete	tig00000005	502083	504008	-	535.6	481	https://www.orthodb.org/v10?query=4846at4891	Eukaryotic translation initiation factor 2A
4848at4891	Complete	tig00000007	722901	725030	+	743.1	623	https://www.orthodb.org/v10?query=4848at4891	Nucleolar complex protein 2
4850at4891	Complete	tig00000022	390146	392050	-	858.2	495	https://www.orthodb.org/v10?query=4850at4891	Malic enzyme
4853at4891	Complete	tig00000001	352124	353095	+	192.2	190	https://www.orthodb.org/v10?query=4853at4891	Alpha/Beta hydrolase fold
4865at4891	Complete	tig00000083	144538	147726	+	405.7	541	https://www.orthodb.org/v10?query=4865at4891	Cohesin subunit SCC3
4918at4891	Complete	tig00000007	142297	145188	+	990.7	714	https://www.orthodb.org/v10?query=4918at4891	DNA mismatch repair protein
4939at4891	Complete	tig00000018	594438	596453	+	859.9	509	https://www.orthodb.org/v10?query=4939at4891	Histone deacetylase
4952at4891	Complete	tig00000014	601198	602847	-	905.2	462	https://www.orthodb.org/v10?query=4952at4891	Glucose-6-phosphate isomerase
4972at4891	Complete	tig00000001	867981	869648	+	923.7	492	https://www.orthodb.org/v10?query=4972at4891	GroEL-like apical domain superfamily
5040at4891	Complete	tig00000005	257310	260711	-	702.2	557	https://www.orthodb.org/v10?query=5040at4891	Phosphatidylserine decarboxylase proenzyme 2
5053at4891	Complete	tig00000001	342304	344661	+	846.6	650	https://www.orthodb.org/v10?query=5053at4891	Ribosome biogenesis protein TSR1
5096at4891	Complete	tig00000012	456206	458266	-	940.0	508	https://www.orthodb.org/v10?query=5096at4891	Acetolactate synthase
5123at4891	Complete	tig00000014	98015	101335	-	860.5	636	https://www.orthodb.org/v10?query=5123at4891	Zn(2)-C6 fungal-type DNA-binding domain
5148at4891	Complete	tig00000039	159591	161453	-	647.0	434	https://www.orthodb.org/v10?query=5148at4891	Replication protein A subunit
